,Pclass,Sex,SibSp,Parch,Embarked,Title,Fare_Category,FamilySize,FamilySizeCategory,Age_group,Deck,Ticket_Frequency,Survival_Rate,Survival_Rate_NA,Pclass_1,Pclass_2,Pclass_3,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Parch_9,FamilySize_1,FamilySize_2,FamilySize_3,FamilySize_4,FamilySize_5,FamilySize_6,FamilySize_7,FamilySize_8,FamilySize_11,Ticket_Frequency_1,Ticket_Frequency_2,Ticket_Frequency_3,Ticket_Frequency_4,Ticket_Frequency_5,Ticket_Frequency_6,Ticket_Frequency_7,Ticket_Frequency_8,Ticket_Frequency_11,Survival_Rate_0.0,Survival_Rate_0.1919191919191919,Survival_Rate_0.25,Survival_Rate_0.3838383838383838,Survival_Rate_0.4419191919191919,Survival_Rate_0.5,Survival_Rate_0.6919191919191919,Survival_Rate_0.75,Survival_Rate_1.0,Survival_Rate_NA_0.0,Survival_Rate_NA_0.5,Survival_Rate_NA_1.0
177,1,female,0,0,C,Miss,"(27.721, 36.3]",1,Single,old,ABC,1,0.3838383838383838,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
178,2,male,0,0,S,Mr,"(10.5, 13.0]",1,Single,middle,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
179,3,male,0,0,S,Mr,"(-0.001, 5.464]",1,Single,middle,M,4,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
180,3,female,8,2,S,Miss,"(5.464, 7.056]",11,large,adult,M,11,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
181,2,male,0,0,C,Mr,"(13.0, 25.258]",1,Single,adult,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
182,3,male,4,2,S,Master,"(-0.001, 5.464]",7,middle,child,M,7,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
183,2,male,2,1,S,Master,"(8.712, 10.5]",4,middle,child,FG,4,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
184,3,female,0,2,S,Miss,"(7.25, 7.75]",3,small,child,M,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
185,1,male,0,0,S,Mr,"(36.3, 128.082]",1,Single,adult,ABC,1,0.3838383838383838,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
186,3,female,1,0,Q,Mrs,"(7.25, 7.75]",2,small,adult,M,2,0.3838383838383838,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
187,1,male,0,0,S,Mr,"(25.258, 27.721]",1,Single,middle,M,1,0.3838383838383838,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
188,3,male,1,1,Q,Mr,"(7.25, 7.75]",3,small,middle,M,2,0.3838383838383838,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
189,3,male,0,0,S,Mr,"(7.88, 8.05]",1,Single,middle,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
190,2,female,0,0,S,Mrs,"(10.5, 13.0]",1,Single,middle,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
191,2,male,0,0,S,Mr,"(10.5, 13.0]",1,Single,adult,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
192,3,female,1,0,S,Miss,"(7.75, 7.88]",2,small,adult,M,1,0.3838383838383838,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
193,2,male,1,1,S,Master,"(8.05, 8.712]",3,small,child,FG,3,0.3838383838383838,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
194,1,female,0,0,C,Mrs,"(25.258, 27.721]",1,Single,middle,ABC,1,0.6919191919191919,0.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
195,1,female,0,0,C,Miss,"(36.3, 128.082]",1,Single,old,ABC,3,0.6919191919191919,0.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
196,3,male,0,0,Q,Mr,"(7.25, 7.75]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
197,3,male,0,1,S,Mr,"(8.05, 8.712]",2,small,middle,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
198,3,female,0,0,Q,Miss,"(7.25, 7.75]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
199,2,female,0,0,S,Miss,"(10.5, 13.0]",1,Single,adult,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
200,3,male,0,0,S,Mr,"(8.712, 10.5]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
201,3,male,8,2,S,Mr,"(5.464, 7.056]",11,large,adult,M,11,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
202,3,male,0,0,S,Mr,"(5.464, 7.056]",1,Single,middle,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
203,3,male,0,0,C,Mr,"(7.056, 7.25]",1,Single,middle,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
204,3,male,0,0,S,Mr,"(7.88, 8.05]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
205,3,female,0,1,S,Miss,"(-0.001, 5.464]",2,small,child,FG,2,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
206,3,male,1,0,S,Mr,"(7.88, 8.05]",2,small,middle,M,2,0.3838383838383838,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
207,3,male,0,0,C,Mr,"(8.712, 10.5]",1,Single,adult,M,2,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
208,3,female,0,0,Q,Miss,"(7.25, 7.75]",1,Single,youth,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
209,1,male,0,0,C,Mr,"(27.721, 36.3]",1,Single,middle,ABC,1,0.3838383838383838,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
210,3,male,0,0,S,Mr,"(5.464, 7.056]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
211,2,female,0,0,S,Miss,"(8.712, 10.5]",1,Single,middle,M,2,0.6919191919191919,0.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
212,3,male,0,0,S,Mr,"(7.056, 7.25]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
213,2,male,0,0,S,Mr,"(10.5, 13.0]",1,Single,middle,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
214,3,male,1,0,Q,Mr,"(7.25, 7.75]",2,small,adult,M,1,0.1919191919191919,0.5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
215,1,female,1,0,C,Miss,"(36.3, 128.082]",2,small,middle,DE,3,0.3838383838383838,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
216,3,female,0,0,S,Miss,"(7.88, 8.05]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
217,2,male,1,0,S,Mr,"(13.0, 25.258]",2,small,middle,M,2,0.3838383838383838,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
218,1,female,0,0,C,Miss,"(36.3, 128.082]",1,Single,middle,DE,2,0.6919191919191919,0.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
219,2,male,0,0,S,Mr,"(8.712, 10.5]",1,Single,middle,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
220,3,male,0,0,S,Mr,"(7.88, 8.05]",1,Single,youth,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
221,2,male,0,0,S,Mr,"(10.5, 13.0]",1,Single,adult,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
222,3,male,0,0,S,Mr,"(7.88, 8.05]",1,Single,old,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
223,3,male,0,0,S,Mr,"(7.88, 8.05]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
224,1,male,1,0,S,Mr,"(36.3, 128.082]",2,small,middle,ABC,2,0.3838383838383838,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
225,3,male,0,0,S,Mr,"(8.712, 10.5]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
226,2,male,0,0,S,Mr,"(8.712, 10.5]",1,Single,adult,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
227,3,male,0,0,S,Mr,"(7.056, 7.25]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
228,2,male,0,0,S,Mr,"(10.5, 13.0]",1,Single,adult,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
229,3,female,3,1,S,Miss,"(-0.001, 5.464]",5,middle,adult,M,5,0.0,1.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
230,1,female,1,0,S,Mrs,"(36.3, 128.082]",2,small,middle,ABC,2,0.3838383838383838,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
231,3,male,0,0,S,Mr,"(7.75, 7.88]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
232,2,male,0,0,S,Mr,"(13.0, 25.258]",1,Single,old,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
233,3,female,4,2,S,Miss,"(-0.001, 5.464]",7,middle,child,M,7,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
234,2,male,0,0,S,Mr,"(8.712, 10.5]",1,Single,adult,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
235,3,female,0,0,S,Miss,"(7.25, 7.75]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
236,2,male,1,0,S,Mr,"(10.5, 13.0]",2,small,middle,M,2,0.0,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
237,2,female,0,2,S,Miss,"(8.712, 10.5]",3,small,child,M,3,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
238,2,male,0,0,S,Mr,"(8.712, 10.5]",1,Single,adult,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
239,2,male,0,0,S,Mr,"(10.5, 13.0]",1,Single,middle,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
240,3,female,1,0,C,Miss,"(7.056, 7.25]",2,small,adult,M,2,0.3838383838383838,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
241,3,female,1,0,Q,Miss,"(7.25, 7.75]",2,small,adult,M,2,0.6919191919191919,0.5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
242,2,male,0,0,S,Mr,"(8.712, 10.5]",1,Single,adult,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
243,3,male,0,0,S,Mr,"(7.056, 7.25]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
244,3,male,0,0,C,Mr,"(7.056, 7.25]",1,Single,child,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
245,1,male,2,0,Q,Officer,"(27.721, 36.3]",3,small,middle,ABC,3,0.5,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
246,3,female,0,0,S,Miss,"(7.75, 7.88]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
247,2,female,0,2,S,Mrs,"(7.056, 7.25]",3,small,adult,M,2,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
248,1,male,1,1,S,Mr,"(25.258, 27.721]",3,small,middle,DE,2,0.3838383838383838,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
249,2,male,1,0,S,Officer,"(10.5, 13.0]",2,small,old,M,2,0.3838383838383838,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
250,3,male,0,0,S,Mr,"(7.056, 7.25]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
251,3,female,1,1,S,Mrs,"(-0.001, 5.464]",3,small,adult,FG,2,0.3838383838383838,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
252,1,male,0,0,S,Mr,"(25.258, 27.721]",1,Single,old,ABC,1,0.3838383838383838,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
253,3,male,1,0,S,Mr,"(7.88, 8.05]",2,small,middle,M,2,0.3838383838383838,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
254,3,female,0,2,S,Mrs,"(5.464, 7.056]",3,small,middle,M,3,0.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
255,3,female,0,2,C,Mrs,"(-0.001, 5.464]",3,small,adult,M,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
256,1,female,0,0,C,Mrs,"(36.3, 128.082]",1,Single,adult,M,2,0.6919191919191919,0.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
257,1,female,0,0,S,Miss,"(27.721, 36.3]",1,Single,middle,ABC,3,0.3838383838383838,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
258,1,female,0,0,C,Miss,"(36.3, 128.082]",1,Single,middle,M,4,0.6919191919191919,0.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
259,2,female,0,1,S,Mrs,"(10.5, 13.0]",2,small,old,M,2,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
260,3,male,0,0,Q,Mr,"(7.25, 7.75]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
261,3,male,4,2,S,Master,"(-0.001, 5.464]",7,middle,child,M,7,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
262,1,male,1,1,S,Mr,"(25.258, 27.721]",3,small,old,DE,3,0.3838383838383838,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
263,1,male,0,0,S,Mr,"(-0.001, 5.464]",1,Single,middle,ABC,1,0.3838383838383838,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
264,3,female,0,0,Q,Miss,"(7.25, 7.75]",1,Single,adult,M,1,0.3838383838383838,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
265,2,male,0,0,S,Mr,"(8.712, 10.5]",1,Single,middle,M,1,0.3838383838383838,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
266,3,male,4,1,S,Mr,"(5.464, 7.056]",6,middle,youth,M,7,0.1919191919191919,0.5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
